Country name,Regional indicator_x,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Population (2020),Yearly Change,Net Change,Density (P/Km²),Land Area (Km²),Migrants (net),Fert. Rate,Med. Age,Urban Pop %,World Share,Population_2020,Population_2019,"COVID-19_deaths_per_100,000_population_in_2020",Median age,Island,Index of exposure to COVID-19  infections in other countries as of March 31,Log of average distance to SARS countries,WHO Western Pacific Region,Female head of government,Index of institutional trust,Gini coefficient of income,"All-cause death count, 2017","All-cause death count, 2018",All-cause death _count_2019,All-cause_death_count_2020,"Excess deaths in 2020 per 100,000 population, relative to 2017-2019 average",democ,autoc,polity,polity2,Regional indicator_y,Ladder score 2020,Standard error of ladder score 2020,upperwhisker 2020,lowerwhisker 2020,Logged GDP per capita 2020,Social support 2020,Healthy life expectancy 2020,Freedom to make life choices 2020,Generosity 2020,Perceptions of corruption 2020,Population_density_net_change,Change_in_ladder_score,Change_in_GDP_per_capita,Change_in_social_support,Change_in_healthy_life_expectancy,Change_in_freedom_to_make_life_choice,Change_in_generosity_2020,Change_in_perceptions_of_corruption
Paraguay,Latin America and Caribbean,5.653,0.092,5.832,5.473,9.448,0.893,65.9,0.876,0.028,0.882,2.43,0.983,0.97,0.549,0.602,0.206,0.037,2.306,7147553.0,1.25 %,87902.0,18.0,397300.0,-16556.0,2.4,26,62 %,0.09 %,7132530.0,7044636.0,31.714,26.5,0.0,0.591,9.726,0.0,0.0,0.138,47.4,29021.0,31258.0,32362.0,34139.0,45.971,9.0,0.0,9.0,9.0,Latin America and Caribbean,5.692100048,0.051957864,5.793937683,5.590262413,9.389982224,0.898727894,65.63993835,0.885923445,0.007997713,0.834788501,0.22124842688144977,-0.039100048000000776,0.0580177759999998,-0.005727893999999956,0.26006165000001147,-0.009923444999999975,0.020002287,0.04721149899999999
Montenegro,Central and Eastern Europe,5.581,0.054,5.686,5.475,9.94,0.858,68.699,0.708,-0.034,0.812,2.43,1.155,0.891,0.637,0.397,0.166,0.081,2.254,628080.0,0.01 %,79.0,47.0,13450.0,-480.0,1.8,39,68 %,0.01 %,628062.0,622137.0,108.588,39.1,0.0,3.134,9.015,0.0,0.0,0.216,31.93,,,,,,9.0,0.0,9.0,9.0,Central and Eastern Europe,5.54610014,0.04898582,5.642112255,5.450088024,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.783121586,0.00587360594795539,0.03489986000000034,0.18813938099999916,0.0026853879999999553,0.1936517900000041,0.058434362999999934,0.04160035599999999,0.02887841400000002
Dominican Republic,Latin America and Caribbean,5.545,0.071,5.685,5.405,9.802,0.853,66.102,0.86,-0.133,0.714,2.43,1.106,0.879,0.555,0.581,0.101,0.144,2.178,10866667.0,1.01 %,108952.0,225.0,48320.0,-30000.0,2.4,28,85 %,0.14 %,10847904.0,10738958.0,22.253,27.6,1.0,1.13,9.503,0.0,0.0,0.199,44.4,,,,,,8.0,1.0,7.0,7.0,Latin America and Caribbean,5.689199924,0.069831297,5.826069355,5.552330494,9.664880753,0.882085383,65.80748749,0.866202772,-0.131263286,0.755999923,2.2548013245033114,-0.14419992400000048,0.13711924699999933,-0.029085382999999965,0.2945125100000041,-0.0062027719999999675,-0.0017367140000000003,-0.041999922999999995
North Cyprus,Western Europe,5.536,0.051,5.636,5.435,10.576,0.82,73.898,0.795,0.012,0.626,2.43,1.377,0.806,0.801,0.503,0.196,0.2,1.653,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.305,,,,,,,,,,,Western Europe,5.53550005,0.051037241,5.635532856,5.435467243,10.40570259,0.820356607,73.70222473,0.79529351,0.000227159,0.62611568,,0.0004999500000000268,0.17029740999999987,-0.0003566070000000643,0.1957752699999986,-0.00029350999999999683,0.011772841000000001,-0.00011567999999995138
Belarus,Commonwealth of Independent States,5.534,0.047,5.625,5.442,9.853,0.91,66.253,0.65,-0.18,0.627,2.43,1.124,1.007,0.56,0.326,0.07,0.199,2.247,9448772.0,-0.03 %,-3088.0,47.0,202910.0,8730.0,1.7,40,79 %,0.12 %,9449321.0,9466856.0,15.07,40.3,0.0,2.377,8.935,0.0,0.0,0.242,25.44,,,,,,0.0,7.0,-7.0,-7.0,Commonwealth of Independent States,5.539899826,0.037060037,5.612537384,5.467262268,9.779945374,0.90674746,66.10433197,0.639163077,-0.164926544,0.63571167,-0.015218569809275048,-0.0058998260000002745,0.07305462599999935,0.0032525400000000815,0.14866802999999607,0.010836923000000054,-0.015073455999999985,-0.00871166999999995
Russia,Commonwealth of Independent States,5.477,0.033,5.541,5.413,10.189,0.903,64.703,0.718,-0.111,0.845,2.43,1.241,0.992,0.511,0.409,0.115,0.06,2.148,145945524.0,0.04 %,62206.0,9.0,16376870.0,182456.0,1.8,40,74 %,1.87 %,145934460.0,144373535.0,38.559,39.6,0.0,1.771,8.869,0.0,0.0,0.196,34.56,1824340.0,1827827.0,1800683.0,2124479.0,211.405,5.0,1.0,4.0,4.0,Commonwealth of Independent States,5.546000004,0.039609671,5.623634815,5.468365192,10.12887192,0.903150737,64.10045624,0.729892612,-0.151153743,0.864802599,0.0037984059224992323,-0.06900000399999939,0.06012808000000014,-0.0001507370000000119,0.6025437600000032,-0.011892612000000025,0.040153743000000006,-0.019802599000000032
Hong Kong S.A.R. of China,East Asia,5.477,0.049,5.573,5.38,11.0,0.836,76.82,0.717,0.067,0.403,2.43,1.525,0.841,0.893,0.408,0.232,0.342,1.236,,,,,,,,,,,7496988.0,7451000.0,1.974,44.8,0.0,1.179,8.044,1.0,0.0,0.318,48.275,45883.0,47478.0,48706.0,50653.0,44.117,,,,,East Asia,5.510399818,0.046019029,5.600596905,5.420202732,10.9346714,0.845969081,76.77170563,0.779833794,0.134979904,0.420607209,,-0.03339981799999947,0.06532860000000085,-0.009969081000000046,0.04829436999999359,-0.062833794,-0.06797990400000001,-0.017607208999999957
Tajikistan,Commonwealth of Independent States,5.466,0.034,5.532,5.4,8.091,0.86,64.281,0.832,-0.056,0.553,2.43,0.508,0.895,0.498,0.548,0.152,0.247,2.619,9573310.0,2.32 %,216627.0,68.0,139960.0,-20000.0,3.6,22,27 %,0.12 %,9537642.0,9321018.0,0.944,23.3,0.0,1.135,8.624,0.0,0.0,0.554,34.0,32027.0,32699.0,33537.0,41743.0,95.327,1.0,4.0,-3.0,-3.0,Commonwealth of Independent States,5.555699825,0.032321576,5.619050026,5.492349625,8.024810791,0.835297108,64.10459137,0.831383407,-0.025088511,0.592076063,1.5477779365533009,-0.0896998249999994,0.06618920899999914,0.024702891999999976,0.1764086300000116,0.0006165929999999431,-0.030911489,-0.039076062999999994
Vietnam,Southeast Asia,5.411,0.039,5.488,5.334,8.973,0.85,68.034,0.94,-0.098,0.796,2.43,0.817,0.873,0.616,0.679,0.124,0.091,2.211,97490013.0,0.91 %,876473.0,314.0,310070.0,-80000.0,2.1,32,38 %,1.25 %,97338583.0,96462106.0,0.036,32.6,0.0,0.807,8.108,1.0,0.0,0.49,40.1,,,,,,0.0,7.0,-7.0,-7.0,Southeast Asia,5.353499889,0.033800762,5.41974926,5.287250519,8.809545517,0.849987149,67.9527359,0.939592957,-0.094533332,0.79642123,2.826693972328829,0.05750011099999952,0.16345448300000065,1.2850999999924895e-05,0.08126410000001272,0.0004070429999999403,-0.003466668000000006,-0.00042122999999993915
Libya,Middle East and North Africa,5.41,0.076,5.558,5.262,9.622,0.827,62.3,0.771,-0.087,0.667,2.43,1.044,0.821,0.435,0.474,0.131,0.174,2.331,6887247.0,1.38 %,93840.0,4.0,1759540.0,-1999.0,2.3,29,78 %,0.09 %,6871287.0,6777452.0,21.51,29.0,0.0,2.194,9.122,0.0,0.0,0.311,30.2,,,,,,-77.0,-77.0,-77.0,0.0,Middle East and North Africa,5.488800049,0.060677204,5.607727528,5.36987257,9.789815903,0.825942934,62.29999924,0.773157001,-0.085054487,0.668779135,0.05333212089523398,-0.07880004899999982,-0.16781590299999927,0.0010570659999999954,7.599999989338357e-07,-0.0021570009999999362,-0.001945512999999996,-0.0017791349999999317
Malaysia,Southeast Asia,5.384,0.049,5.48,5.289,10.238,0.817,67.102,0.895,0.125,0.839,2.43,1.259,0.797,0.587,0.624,0.27,0.064,1.784,32436963.0,1.30 %,416222.0,99.0,328550.0,50000.0,2.0,30,78 %,0.42 %,32365998.0,31949777.0,1.455,29.9,0.0,0.714,8.415,1.0,0.0,0.443,41.04,168100.0,172100.0,173700.0,174300.0,9.329,7.0,0.0,7.0,7.0,Southeast Asia,5.384300232,0.048802696,5.479953289,5.288647175,10.26251888,0.816509426,67.10215759,0.894626856,0.114726797,0.839302301,1.2668452290366763,-0.00030023199999984485,-0.024518880000000465,0.0004905739999999659,-0.00015759000000059586,0.0003731439999999919,0.010273202999999995,-0.0003023010000000603
Indonesia,Southeast Asia,5.345,0.056,5.454,5.235,9.365,0.811,62.236,0.873,0.542,0.867,2.43,0.954,0.786,0.433,0.598,0.541,0.046,1.987,274021604.0,1.07 %,2898047.0,151.0,1811570.0,-98955.0,2.3,30,56 %,3.51 %,273523621.0,270625568.0,8.094,29.3,1.0,0.576,8.578,0.0,0.0,0.561,37.478,,,,,,9.0,0.0,9.0,9.0,Southeast Asia,5.285600185,0.047692381,5.379077435,5.192122936,9.36975193,0.808379889,62.15584946,0.870614409,0.519586504,0.876296401,1.5997433165707093,0.05939981499999991,-0.004751929999999405,0.002620111000000036,0.08015053999999822,0.0023855910000000202,0.022413496000000088,-0.009296400999999954
Congo (Brazzaville),Sub-Saharan Africa,5.342,0.097,5.533,5.151,8.117,0.636,58.221,0.695,-0.068,0.745,2.43,0.518,0.392,0.307,0.381,0.144,0.124,3.476,,,,,,,,,,,5518092.0,5380508.0,1.957,19.0,0.0,0.853,9.287,0.0,0.0,0.238,48.94,,,,,,,,,,Sub-Saharan Africa,5.194399834,0.077028967,5.345376492,5.043423176,8.536987305,0.640228093,57.92448044,0.719058514,-0.123674095,0.751779079,,0.14760016599999926,-0.41998730499999937,-0.004228093000000044,0.296519559999993,-0.02405851400000003,0.05567409499999999,-0.006779078999999966
China,East Asia,5.339,0.029,5.397,5.281,9.673,0.811,69.593,0.904,-0.146,0.755,2.43,1.061,0.785,0.665,0.636,0.093,0.117,1.982,1440297825.0,0.39 %,5540090.0,153.0,9388211.0,-348399.0,1.7,38,61 %,18.47 %,1439323774.0,1397715000.0,0.332,38.7,0.0,1.097,8.213,1.0,0.0,0.516,46.7,,,,,,0.0,7.0,-7.0,-7.0,East Asia,5.123899937,0.025901664,5.174667358,5.073132515,9.688568115,0.798760593,69.2891922,0.898517907,-0.18142575,0.7539711,0.590111364135297,0.2151000630000004,-0.01556811500000066,0.012239407000000035,0.3038078000000013,0.005482093000000021,0.035425750000000006,0.0010288999999999993
Ivory Coast,Sub-Saharan Africa,5.306,0.078,5.46,5.152,8.551,0.644,50.114,0.741,-0.016,0.794,2.43,0.669,0.409,0.052,0.438,0.177,0.092,3.469,,,,,,,,,,,26378275.0,25716544.0,0.519,18.7,0.0,0.964,9.365,0.0,0.0,0.285,48.594,,,,,,,,,,Sub-Saharan Africa,5.233300209,0.073095515,5.376567364,5.090033054,8.225561142,0.658048689,49.50377274,0.727909327,-0.043991156,0.790771961,,0.07269979099999979,0.32543885800000005,-0.014048689000000003,0.6102272599999949,0.013090672999999997,0.027991155999999996,0.003228039000000016
Armenia,Commonwealth of Independent States,5.283,0.058,5.397,5.168,9.487,0.799,67.055,0.825,-0.168,0.629,2.43,0.996,0.758,0.585,0.54,0.079,0.198,2.127,2964219.0,0.19 %,5512.0,104.0,28470.0,-4998.0,1.8,35,63 %,0.04 %,2963234.0,2957731.0,95.268,35.7,0.0,1.762,8.858,0.0,0.0,0.174,33.62,27367.0,25645.0,26252.0,35371.0,302.304,7.0,0.0,7.0,7.0,Commonwealth of Independent States,4.676799774,0.058595356,4.791646481,4.561953068,9.100476265,0.757479429,66.75065613,0.712017834,-0.13877961,0.773544788,0.19360730593607306,0.6062002260000003,0.3865237350000008,0.04152057100000006,0.30434387000001095,0.112982166,-0.029220390000000013,-0.14454478800000004
Nepal,South Asia,5.269,0.07,5.406,5.132,8.12,0.774,64.233,0.782,0.152,0.727,2.43,0.519,0.702,0.496,0.488,0.287,0.135,2.642,29225196.0,1.85 %,528098.0,203.0,143350.0,41710.0,1.9,25,21 %,0.37 %,29136808.0,28608710.0,6.37,25.0,0.0,0.877,8.418,0.0,1.0,0.392,32.84,,,,,,8.0,1.0,7.0,7.0,South Asia,5.137199879,0.057692084,5.250276566,5.024123192,7.925357342,0.785512447,63.77917862,0.797565043,0.154168829,0.738099158,3.6839762818276944,0.13180012100000038,0.19464265799999936,-0.011512446999999981,0.45382138000000083,-0.015565042999999945,-0.002168829000000011,-0.011099158000000053
Bulgaria,Central and Eastern Europe,5.266,0.054,5.371,5.16,10.016,0.931,67.0,0.788,-0.096,0.932,2.43,1.181,1.055,0.583,0.494,0.125,0.005,1.823,6939018.0,-0.74 %,-51674.0,64.0,108560.0,-4800.0,1.6,45,76 %,0.09 %,6948445.0,6975761.0,109.032,44.7,0.0,2.692,9.007,0.0,0.0,0.073,39.6,109330.0,108247.0,107849.0,126525.0,259.256,9.0,0.0,9.0,9.0,Central and Eastern Europe,5.101500034,0.04422117,5.188173294,5.014826775,9.869318962,0.937840343,66.80397797,0.745178163,-0.143908441,0.935585141,-0.47599484156226973,0.16449996600000016,0.14668103800000054,-0.0068403429999999155,0.19602202999999463,0.042821837000000085,0.047908440999999996,-0.0035851409999999584
Maldives,South Asia,5.198,0.072,5.339,5.057,9.826,0.913,70.6,0.854,0.024,0.825,2.43,1.115,1.015,0.697,0.575,0.204,0.073,1.52,542151.0,1.81 %,9591.0,1802.0,300.0,11370.0,1.9,30,35 %,0.01 %,540542.0,530953.0,8.88,30.6,1.0,0.712,8.738,0.0,0.0,0.327,37.343,,,,,,,,,,South Asia,5.197599888,0.071985401,5.338691235,5.056508541,9.518632889,0.91316092,70.59999847,0.853962779,0.038085498,0.824211061,31.97,0.0004001120000003411,0.30736711100000136,-0.00016092000000000883,1.5299999915896478e-06,3.72210000000317e-05,-0.014085498000000002,0.0007889389999999885
Azerbaijan,Commonwealth of Independent States,5.171,0.04,5.25,5.091,9.569,0.836,65.656,0.814,-0.223,0.506,2.43,1.025,0.841,0.541,0.526,0.043,0.276,1.919,10154978.0,0.91 %,91459.0,123.0,82658.0,1200.0,2.1,32,56 %,0.13 %,10139175.0,10023318.0,26.048,32.4,0.0,1.752,8.81,0.0,0.0,0.352,26.6,57109.0,57250.0,56447.0,75647.0,185.609,0.0,7.0,-7.0,-7.0,Commonwealth of Independent States,5.164800167,0.034197241,5.231826782,5.097773552,9.687726974,0.819308281,65.50839996,0.786824107,-0.240255281,0.55253756,1.1064748723656512,0.0061998330000001545,-0.11872697399999943,0.016691718999999994,0.14760004000000038,0.027175892999999895,0.017255280999999983,-0.04653755999999998
Cameroon,Sub-Saharan Africa,5.142,0.074,5.288,4.996,8.189,0.71,53.515,0.731,0.026,0.848,2.43,0.543,0.556,0.159,0.425,0.205,0.058,3.195,26655083.0,2.59 %,669483.0,56.0,472710.0,-4800.0,4.6,19,56 %,0.34 %,26545864.0,25876380.0,1.688,18.8,0.0,0.919,9.276,0.0,0.0,0.281,46.64,,,,,,1.0,5.0,-4.0,-4.0,Sub-Saharan Africa,5.084899902,0.067296073,5.216800213,4.952999592,8.118647575,0.700386405,52.7049408,0.763051808,-0.00149645,0.851336598,1.4162657866345116,0.057100098000000266,0.07035242499999939,0.00961359499999992,0.8100591999999978,-0.03205180800000007,0.02749645,-0.0033365980000000794
Senegal,Sub-Saharan Africa,5.132,0.068,5.266,4.998,8.118,0.71,59.802,0.695,-0.046,0.801,2.43,0.518,0.558,0.357,0.381,0.158,0.088,3.071,16816539.0,2.75 %,447563.0,87.0,192530.0,-20000.0,4.7,19,49 %,0.21 %,16743930.0,16296364.0,2.449,18.7,0.0,1.062,9.39,0.0,0.0,0.355,40.29,,,,,,7.0,0.0,7.0,7.0,Sub-Saharan Africa,4.980800152,0.05276908,5.084227562,4.877372742,8.118982315,0.723616004,59.59915161,0.690596163,-0.052335154,0.808785141,2.324640315794941,0.15119984800000008,-0.0009823149999999004,-0.01361600400000007,0.20284838999999977,0.0044038369999999105,0.0063351540000000026,-0.00778514099999994
Albania,Central and Eastern Europe,5.117,0.059,5.234,5.001,9.52,0.697,68.999,0.785,-0.03,0.901,2.43,1.008,0.529,0.646,0.491,0.168,0.024,2.25,2877239.0,-0.11 %,-3120.0,105.0,27400.0,-14000.0,1.6,36,63 %,0.04 %,2877800.0,2854191.0,41.038,38.0,0.0,3.058,9.036,0.0,0.0,0.15,28.96,,,,,,9.0,0.0,9.0,9.0,Central and Eastern Europe,4.882699966,0.056115732,4.992686749,4.772713184,9.417930603,0.671070457,68.70813751,0.781994224,-0.042309489,0.896303713,-0.11386861313868613,0.23430003400000032,0.10206939699999928,0.025929542999999944,0.290862489999995,0.003005776000000071,0.012309489,0.004696287000000021
Ghana,Sub-Saharan Africa,5.088,0.067,5.219,4.958,8.58,0.727,57.586,0.807,0.123,0.848,2.43,0.68,0.595,0.287,0.517,0.268,0.058,2.684,31181428.0,2.15 %,655084.0,137.0,227540.0,-10000.0,3.9,22,57 %,0.40 %,31072945.0,30417856.0,1.078,21.1,0.0,0.952,9.342,0.0,0.0,0.305,43.52,,,,,,8.0,0.0,8.0,8.0,Sub-Saharan Africa,5.147999763,0.058634609,5.262923717,5.033075809,8.350645065,0.728601098,57.20398712,0.794796526,0.094170853,0.847964764,2.8789839149160588,-0.05999976299999954,0.22935493499999993,-0.0016010979999999675,0.3820128799999978,0.012203474000000103,0.028829147,3.523599999999405e-05
Niger,Sub-Saharan Africa,5.074,0.102,5.273,4.875,7.098,0.641,53.78,0.806,0.018,0.693,2.43,0.162,0.402,0.167,0.516,0.2,0.157,3.47,24346468.0,3.84 %,895929.0,19.0,1266700.0,4000.0,7.0,15,17 %,0.31 %,24206636.0,23310715.0,0.43,15.1,0.0,1.126,9.29,0.0,0.0,0.484,34.28,,,,,,6.0,1.0,5.0,5.0,Sub-Saharan Africa,4.909599781,0.077208281,5.060927868,4.758271694,6.842166901,0.617435038,53.50009537,0.759772122,0.013860817,0.722530186,0.7072937554274887,0.16440021900000001,0.2558330990000002,0.023564962000000023,0.2799046300000043,0.046227878000000056,0.004139182999999999,-0.029530186000000014
Turkmenistan,Commonwealth of Independent States,5.066,0.036,5.136,4.996,9.629,0.983,62.409,0.877,0.273,0.888,2.43,1.046,1.172,0.439,0.602,0.366,0.033,1.409,6046292.0,1.50 %,89111.0,13.0,469930.0,-5000.0,2.8,27,53 %,0.08 %,5942089.0,5942089.0,,,0.0,1.463,8.735,0.0,0.0,0.511,26.5,,,,,,0.0,8.0,-8.0,-8.0,Commonwealth of Independent States,5.119100094,0.029379817,5.17668438,5.061515808,9.74803257,0.958966196,62.21170807,0.826457024,0.187671542,0.883691847,0.18962611452769562,-0.053100094000000375,-0.1190325699999999,0.024033803999999992,0.19729192999999867,0.05054297600000002,0.08532845800000002,0.004308152999999981
Gambia,Sub-Saharan Africa,5.051,0.089,5.225,4.877,7.686,0.69,55.16,0.697,0.424,0.746,2.43,0.367,0.511,0.21,0.384,0.465,0.123,2.99,2427782.0,2.94 %,68962.0,239.0,10120.0,-3087.0,5.3,18,59 %,0.03 %,2416664.0,2347706.0,5.131,17.5,0.0,1.044,9.393,0.0,0.0,0.489,35.92,,,,,,4.0,0.0,4.0,4.0,Sub-Saharan Africa,4.750599861,0.067163654,4.882240772,4.61895895,7.321814537,0.6931687,55.0120163,0.733163178,0.343198717,0.690717816,6.814426877470356,0.30040013899999973,0.3641854630000001,-0.0031687000000000243,0.1479836999999975,-0.03616317800000002,0.080801283,0.055282183999999956
Benin,Sub-Saharan Africa,5.045,0.073,5.189,4.901,8.087,0.489,54.713,0.757,-0.034,0.661,2.43,0.507,0.058,0.196,0.457,0.166,0.178,3.482,12175480.0,2.73 %,322049.0,108.0,112760.0,-2000.0,4.9,19,48 %,0.16 %,12123198.0,11801151.0,0.363,18.8,0.0,0.971,9.319,0.0,0.0,0.398,47.76,,,,,,7.0,0.0,7.0,7.0,Sub-Saharan Africa,5.21600008,0.077759244,5.368408203,5.063591957,7.674319744,0.468671143,54.31246567,0.735182583,-0.003537213,0.740532577,2.8560571124512237,-0.17100007999999978,0.4126802559999998,0.020328856999999978,0.4005343299999993,0.02181741700000006,-0.030462787,-0.07953257699999994
Laos,Southeast Asia,5.03,0.045,5.119,4.941,8.947,0.728,58.968,0.91,0.123,0.658,2.43,0.808,0.598,0.33,0.643,0.268,0.179,2.204,7293542.0,1.48 %,106105.0,32.0,230800.0,-14704.0,2.7,24,36 %,0.09 %,7275556.0,7169455.0,0.0,24.4,0.0,0.773,8.184,1.0,0.0,0.708,36.39,,,,,,0.0,7.0,-7.0,-7.0,Southeast Asia,4.888599873,0.040268615,4.967526436,4.809673309,8.79858017,0.737502217,58.70992279,0.907213569,0.11137148,0.634679317,0.45972703639514734,0.14140012699999982,0.14841982999999992,-0.00950221699999998,0.2580772100000033,0.002786430999999978,0.011628520000000003,0.02332068300000001
Bangladesh,South Asia,5.025,0.046,5.115,4.934,8.454,0.693,64.8,0.877,-0.041,0.682,2.43,0.635,0.52,0.514,0.603,0.161,0.164,2.427,164972348.0,1.01 %,1643222.0,1265.0,130170.0,-369501.0,2.1,28,39 %,2.11 %,164689383.0,163046161.0,4.59,27.5,0.0,0.824,8.349,0.0,1.0,0.577,43.973,,,,,,0.0,6.0,-6.0,-6.0,South Asia,4.832799911,0.040124193,4.911443233,4.75415659,8.287063599,0.687292993,64.50306702,0.90062499,-0.033664726,0.661843538,12.623661365906123,0.19220008899999996,0.16693640100000096,0.005707006999999931,0.296932979999994,-0.023624989999999957,-0.007335274000000003,0.020156462000000097
Guinea,Sub-Saharan Africa,4.984,0.09,5.16,4.808,7.838,0.639,55.008,0.697,0.095,0.766,2.43,0.42,0.399,0.206,0.384,0.25,0.111,3.216,13191279.0,2.83 %,361549.0,53.0,245720.0,-4000.0,4.7,18,39 %,0.17 %,13132792.0,12771246.0,0.617,19.0,0.0,0.97,9.409,0.0,0.0,0.349,33.73,,,,,,4.0,0.0,4.0,4.0,Sub-Saharan Africa,4.949299812,0.073042229,5.09246254,4.806137085,7.750990391,0.637573481,54.46780014,0.706846774,0.076328471,0.761794448,1.4713861305551035,0.03470018800000041,0.08700960899999988,0.001426519000000015,0.5401998600000013,-0.009846774000000003,0.018671529000000006,0.004205552000000057
South Africa,Sub-Saharan Africa,4.956,0.06,5.074,4.839,9.403,0.86,56.904,0.749,-0.067,0.86,2.43,0.967,0.895,0.265,0.447,0.144,0.051,2.187,59436725.0,1.28 %,750420.0,49.0,1213090.0,145405.0,2.4,28,67 %,0.76 %,59308690.0,58558270.0,48.001,27.3,0.0,0.607,9.297,0.0,0.0,0.193,65.426,,,,566004.0,,9.0,0.0,9.0,9.0,Sub-Saharan Africa,4.814099789,0.060023591,4.931746006,4.696453571,9.403370857,0.852532268,56.50601196,0.759330094,-0.109777324,0.843423843,0.6186020822857331,0.14190021100000028,-0.0003708570000000577,0.007467731999999949,0.3979880400000013,-0.010330093999999956,0.04277732399999999,0.016576157000000036
Turkey,Middle East and North Africa,4.948,0.046,5.038,4.857,10.24,0.822,67.199,0.576,-0.139,0.776,2.43,1.26,0.809,0.59,0.236,0.097,0.104,1.852,84495243.0,1.09 %,909452.0,110.0,769630.0,283922.0,2.1,32,76 %,1.08 %,84339067.0,83429615.0,24.758,31.6,0.0,2.067,8.952,0.0,0.0,0.295,40.55,,,,,,0.0,4.0,-4.0,-4.0,Middle East and North Africa,5.131800175,0.039838459,5.20988369,5.05371666,10.12941933,0.826313555,66.90281677,0.608830452,-0.171046436,0.748197377,1.181674311032574,-0.183800175,0.11058067000000094,-0.00431355500000008,0.2961832299999969,-0.03283045200000001,0.032046435999999984,0.027802623000000026
Pakistan,South Asia,4.934,0.068,5.066,4.802,8.458,0.651,58.709,0.726,0.098,0.787,2.43,0.637,0.423,0.322,0.418,0.252,0.097,2.784,221612785.0,2.00 %,4327022.0,287.0,770880.0,-233379.0,3.6,23,35 %,2.83 %,220892331.0,216565318.0,4.607,23.5,0.0,1.048,8.577,0.0,0.0,0.277,33.45,,,,,,7.0,0.0,7.0,7.0,South Asia,5.69329977,0.048216224,5.78780365,5.598795891,8.482727051,0.689062297,58.25313568,0.734833717,0.04489987,0.745705426,5.613094126193441,-0.7592997700000002,-0.024727050999999278,-0.03806229699999997,0.45586432000000343,-0.008833717000000019,0.05310013,0.04129457400000003
Morocco,Middle East and North Africa,4.918,0.06,5.036,4.8,8.903,0.56,66.208,0.774,-0.236,0.801,2.43,0.792,0.219,0.558,0.477,0.034,0.088,2.749,36985624.0,1.20 %,438791.0,83.0,446300.0,-51419.0,2.4,30,64 %,0.47 %,36910558.0,36471769.0,20.016,29.6,0.0,2.336,9.226,0.0,0.0,0.397,39.55,,,,,,1.0,5.0,-4.0,-4.0,Middle East and North Africa,5.094799995,0.05565045,5.203875065,4.985724926,8.940313339,0.592628479,65.89624023,0.772072434,-0.240377247,0.815724611,0.9831749943983867,-0.17679999499999965,-0.03731333899999889,-0.03262847899999999,0.3117597699999948,0.0019275659999999917,0.004377247000000001,-0.014724610999999999
Venezuela,Latin America and Caribbean,4.892,0.064,5.017,4.767,9.073,0.861,66.7,0.615,-0.169,0.827,2.43,0.852,0.897,0.574,0.284,0.078,0.072,2.135,28421581.0,-0.28 %,-79889.0,32.0,882050.0,-653249.0,2.3,30,N.A.,0.36 %,28435943.0,28515829.0,3.615,29.0,0.0,0.891,9.564,0.0,0.0,0.12,37.8,,,,,,1.0,4.0,-3.0,-3.0,Latin America and Caribbean,5.053199768,0.06428051,5.179189682,4.927209854,8.977793694,0.890408158,66.50534058,0.62327832,-0.169090509,0.837038398,-0.09057196304064395,-0.16119976799999947,0.09520630599999969,-0.029408157999999962,0.1946594200000078,-0.008278320000000061,9.050899999998863e-05,-0.01003839800000006
Georgia,Commonwealth of Independent States,4.891,0.054,4.998,4.785,9.585,0.671,64.3,0.783,-0.238,0.655,2.43,1.03,0.47,0.498,0.488,0.032,0.181,2.191,3987805.0,-0.19 %,-7598.0,57.0,69490.0,-10000.0,2.1,38,58 %,0.05 %,3989175.0,3720382.0,62.795,38.7,0.0,1.706,8.851,0.0,1.0,0.198,37.94,,,,,,8.0,1.0,7.0,7.0,Commonwealth of Independent States,4.672599792,0.043417413,4.757698059,4.587501526,9.226100922,0.629033029,64.49520874,0.801641524,-0.22892037,0.665944695,-0.10933947330551158,0.21840020800000026,0.3588990780000003,0.04196697100000002,-0.19520873999999822,-0.018641523999999965,-0.009079629999999977,-0.010944694999999949
Algeria,Middle East and North Africa,4.887,0.053,4.991,4.783,9.342,0.802,66.005,0.48,-0.067,0.752,2.43,0.946,0.765,0.552,0.119,0.144,0.12,2.242,43984569.0,1.85 %,797990.0,18.0,2381740.0,-10000.0,3.1,29,73 %,0.56 %,43851043.0,43053054.0,6.285,29.1,0.0,2.933,9.159,0.0,0.0,0.415,27.62,,,,,,3.0,1.0,2.0,2.0,Middle East and North Africa,5.005099773,0.044236008,5.09180212,4.918397427,9.537964821,0.803385139,65.90517426,0.466610909,-0.121105164,0.735485137,0.3350449671248751,-0.11809977300000085,-0.19596482099999868,-0.0013851389999999242,0.09982574,0.013389090999999964,0.054105164,0.016514863000000046
